pname,pvalue,type,id
maxbackiter,50,int,113
maxiterout,100,int,113
maxitinner,50,int,113
momfact,0.1,float,113
msdr,15,int,113
mxiterxmd,20,int,113
norder,0,int,113
north,7,int,113
rrctols,0,float,113
stoptol,1.00E-10,float,113
thickfact,3.26E-06,float,113
backflag,1,int,114
backreduce,0.8,float,114
backtol,1.4,float,114
dbdgamma,0,float,114
dbdkappa,1.00E-05,float,114
dbdtheta,0.671291432,float,114
epsrn,0.016453628,float,114
fluxtol,200000,float,114
hclosexmd,0.02745552,float,114
headtol,0.35,float,114
iacl,1,int,114
ibotav,1,int,114
idroptol,1,int,114
ilumethod,2,int,114
iprnwt,1,int,114
iredsys,0,int,114
level,7,int,114
levfill,5,int,114
linmeth,2,int,114
maxbackiter,50,int,114
maxiterout,100,int,114
maxitinner,50,int,114
momfact,0.1,float,114
msdr,15,int,114
mxiterxmd,20,int,114
norder,0,int,114
north,7,int,114
rrctols,0,float,114
stoptol,1.00E-10,float,114
thickfact,6.99E-06,float,114
backflag,1,int,115
backreduce,0.8,float,115
backtol,1.4,float,115
dbdgamma,0,float,115
dbdkappa,1.00E-05,float,115
dbdtheta,0.836318412,float,115
epsrn,0.010269638,float,115
fluxtol,200000,float,115
hclosexmd,0.034053602,float,115
headtol,0.35,float,115
iacl,1,int,115
ibotav,1,int,115
idroptol,1,int,115
ilumethod,2,int,115
iprnwt,1,int,115
iredsys,0,int,115
level,7,int,115
levfill,5,int,115
linmeth,2,int,115
maxbackiter,50,int,115
maxiterout,100,int,115
maxitinner,50,int,115
momfact,0.1,float,115
msdr,15,int,115
mxiterxmd,20,int,115
norder,0,int,115
north,7,int,115
rrctols,0,float,115
stoptol,1.00E-10,float,115
thickfact,2.93E-06,float,115
backflag,1,int,116
backreduce,0.8,float,116
backtol,1.4,float,116
dbdgamma,0,float,116
dbdkappa,1.00E-05,float,116
dbdtheta,0.748658909,float,116
epsrn,0.046254392,float,116
fluxtol,200000,float,116
hclosexmd,0.020803767,float,116
headtol,0.35,float,116
iacl,1,int,116
ibotav,1,int,116
idroptol,1,int,116
ilumethod,2,int,116
iprnwt,1,int,116
iredsys,0,int,116
level,7,int,116
levfill,5,int,116
linmeth,2,int,116
maxbackiter,50,int,116
maxiterout,100,int,116
maxitinner,50,int,116
momfact,0.1,float,116
msdr,15,int,116
mxiterxmd,20,int,116
norder,0,int,116
north,7,int,116
rrctols,0,float,116
stoptol,1.00E-10,float,116
thickfact,5.68E-07,float,116
backflag,1,int,117
backreduce,0.8,float,117
backtol,1.4,float,117
dbdgamma,0,float,117
dbdkappa,1.00E-05,float,117
dbdtheta,0.620562342,float,117
epsrn,0.017017973,float,117
fluxtol,200000,float,117
hclosexmd,0.043937692,float,117
headtol,0.35,float,117
iacl,1,int,117
ibotav,1,int,117
idroptol,1,int,117
ilumethod,2,int,117
iprnwt,1,int,117
iredsys,0,int,117
level,7,int,117
levfill,5,int,117
linmeth,2,int,117
maxbackiter,50,int,117
maxiterout,100,int,117
maxitinner,50,int,117
momfact,0.1,float,117
msdr,15,int,117
mxiterxmd,20,int,117
norder,0,int,117
north,7,int,117
rrctols,0,float,117
stoptol,1.00E-10,float,117
thickfact,5.55E-06,float,117
backflag,1,int,118
backreduce,0.8,float,118
backtol,1.4,float,118
dbdgamma,0,float,118
dbdkappa,1.00E-05,float,118
dbdtheta,0.987142724,float,118
epsrn,0.042982407,float,118
fluxtol,200000,float,118
hclosexmd,0.054291649,float,118
headtol,0.35,float,118
iacl,1,int,118
ibotav,1,int,118
idroptol,1,int,118
ilumethod,2,int,118
iprnwt,1,int,118
iredsys,0,int,118
level,7,int,118
levfill,5,int,118
linmeth,2,int,118
maxbackiter,50,int,118
maxiterout,100,int,118
maxitinner,50,int,118
momfact,0.1,float,118
msdr,15,int,118
mxiterxmd,20,int,118
norder,0,int,118
north,7,int,118
rrctols,0,float,118
stoptol,1.00E-10,float,118
thickfact,3.25E-06,float,118
backflag,1,int,119
backreduce,0.8,float,119
backtol,1.4,float,119
dbdgamma,0,float,119
dbdkappa,1.00E-05,float,119
dbdtheta,0.80706849,float,119
epsrn,0.036704059,float,119
fluxtol,200000,float,119
hclosexmd,0.046480244,float,119
headtol,0.35,float,119
iacl,1,int,119
ibotav,1,int,119
idroptol,1,int,119
ilumethod,2,int,119
iprnwt,1,int,119
iredsys,0,int,119
level,7,int,119
levfill,5,int,119
linmeth,2,int,119
maxbackiter,50,int,119
maxiterout,100,int,119
maxitinner,50,int,119
momfact,0.1,float,119
msdr,15,int,119
mxiterxmd,20,int,119
norder,0,int,119
north,7,int,119
rrctols,0,float,119
stoptol,1.00E-10,float,119
thickfact,9.58E-06,float,119
backflag,1,int,120
backreduce,0.8,float,120
backtol,1.4,float,120
dbdgamma,0,float,120
dbdkappa,1.00E-05,float,120
dbdtheta,0.64771319,float,120
epsrn,0.004898749,float,120
fluxtol,200000,float,120
hclosexmd,0.00319923,float,120
headtol,0.35,float,120
iacl,1,int,120
ibotav,1,int,120
idroptol,1,int,120
ilumethod,2,int,120
iprnwt,1,int,120
iredsys,0,int,120
level,7,int,120
levfill,5,int,120
linmeth,2,int,120
maxbackiter,50,int,120
maxiterout,100,int,120
maxitinner,50,int,120
momfact,0.1,float,120
msdr,15,int,120
mxiterxmd,20,int,120
norder,0,int,120
north,7,int,120
rrctols,0,float,120
stoptol,1.00E-10,float,120
thickfact,8.20E-07,float,120
backflag,1,int,121
backreduce,0.8,float,121
backtol,1.4,float,121
dbdgamma,0,float,121
dbdkappa,1.00E-05,float,121
dbdtheta,0.789304651,float,121
epsrn,0.001621197,float,121
fluxtol,200000,float,121
hclosexmd,0.058388353,float,121
headtol,0.35,float,121
iacl,1,int,121
ibotav,1,int,121
idroptol,1,int,121
ilumethod,2,int,121
iprnwt,1,int,121
iredsys,0,int,121
level,7,int,121
levfill,5,int,121
linmeth,2,int,121
maxbackiter,50,int,121
maxiterout,100,int,121
maxitinner,50,int,121
momfact,0.1,float,121
msdr,15,int,121
mxiterxmd,20,int,121
norder,0,int,121
north,7,int,121
rrctols,0,float,121
stoptol,1.00E-10,float,121
thickfact,6.81E-06,float,121
backflag,1,int,122
backreduce,0.8,float,122
backtol,1.4,float,122
dbdgamma,0,float,122
dbdkappa,1.00E-05,float,122
dbdtheta,0.867176804,float,122
epsrn,0.021555955,float,122
fluxtol,200000,float,122
hclosexmd,0.02247483,float,122
headtol,0.35,float,122
iacl,1,int,122
ibotav,1,int,122
idroptol,1,int,122
ilumethod,2,int,122
iprnwt,1,int,122
iredsys,0,int,122
level,7,int,122
levfill,5,int,122
linmeth,2,int,122
maxbackiter,50,int,122
maxiterout,100,int,122
maxitinner,50,int,122
momfact,0.1,float,122
msdr,15,int,122
mxiterxmd,20,int,122
norder,0,int,122
north,7,int,122
rrctols,0,float,122
stoptol,1.00E-10,float,122
thickfact,7.69E-06,float,122
backflag,1,int,123
backreduce,0.8,float,123
backtol,1.4,float,123
dbdgamma,0,float,123
dbdkappa,1.00E-05,float,123
dbdtheta,0.992579012,float,123
epsrn,0.013872327,float,123
fluxtol,200000,float,123
hclosexmd,0.092696675,float,123
headtol,0.35,float,123
iacl,1,int,123
ibotav,1,int,123
idroptol,1,int,123
ilumethod,2,int,123
iprnwt,1,int,123
iredsys,0,int,123
level,7,int,123
levfill,5,int,123
linmeth,2,int,123
maxbackiter,50,int,123
maxiterout,100,int,123
maxitinner,50,int,123
momfact,0.1,float,123
msdr,15,int,123
mxiterxmd,20,int,123
norder,0,int,123
north,7,int,123
rrctols,0,float,123
stoptol,1.00E-10,float,123
thickfact,9.54E-06,float,123
backflag,1,int,124
backreduce,0.8,float,124
backtol,1.4,float,124
dbdgamma,0,float,124
dbdkappa,1.00E-05,float,124
dbdtheta,0.785791915,float,124
epsrn,0.00146405,float,124
fluxtol,200000,float,124
hclosexmd,0.039035566,float,124
headtol,0.35,float,124
iacl,1,int,124
ibotav,1,int,124
idroptol,1,int,124
ilumethod,2,int,124
iprnwt,1,int,124
iredsys,0,int,124
level,7,int,124
levfill,5,int,124
linmeth,2,int,124
maxbackiter,50,int,124
maxiterout,100,int,124
maxitinner,50,int,124
momfact,0.1,float,124
msdr,15,int,124
mxiterxmd,20,int,124
norder,0,int,124
north,7,int,124
rrctols,0,float,124
stoptol,1.00E-10,float,124
thickfact,6.49E-06,float,124
backflag,1,int,125
backreduce,0.8,float,125
backtol,1.4,float,125
dbdgamma,0,float,125
dbdkappa,1.00E-05,float,125
dbdtheta,0.783773284,float,125
epsrn,0.044870504,float,125
fluxtol,200000,float,125
hclosexmd,0.030557801,float,125
headtol,0.35,float,125
iacl,1,int,125
ibotav,1,int,125
idroptol,1,int,125
ilumethod,2,int,125
iprnwt,1,int,125
iredsys,0,int,125
level,7,int,125
levfill,5,int,125
linmeth,2,int,125
maxbackiter,50,int,125
maxiterout,100,int,125
maxitinner,50,int,125
momfact,0.1,float,125
msdr,15,int,125
mxiterxmd,20,int,125
norder,0,int,125
north,7,int,125
rrctols,0,float,125
stoptol,1.00E-10,float,125
thickfact,4.83E-06,float,125
backflag,1,int,126
backreduce,0.8,float,126
backtol,1.4,float,126
dbdgamma,0,float,126
dbdkappa,1.00E-05,float,126
dbdtheta,0.65648492,float,126
epsrn,0.002637104,float,126
fluxtol,200000,float,126
hclosexmd,0.027012015,float,126
headtol,0.35,float,126
iacl,1,int,126
ibotav,1,int,126
idroptol,1,int,126
ilumethod,2,int,126
iprnwt,1,int,126
iredsys,0,int,126
level,7,int,126
levfill,5,int,126
linmeth,2,int,126
maxbackiter,50,int,126
maxiterout,100,int,126
maxitinner,50,int,126
momfact,0.1,float,126
msdr,15,int,126
mxiterxmd,20,int,126
norder,0,int,126
north,7,int,126
rrctols,0,float,126
stoptol,1.00E-10,float,126
thickfact,9.86E-06,float,126
backflag,1,int,127
backreduce,0.8,float,127
backtol,1.4,float,127
dbdgamma,0,float,127
dbdkappa,1.00E-05,float,127
dbdtheta,0.831039431,float,127
epsrn,0.029109238,float,127
fluxtol,200000,float,127
hclosexmd,0.071906283,float,127
headtol,0.35,float,127
iacl,1,int,127
ibotav,1,int,127
idroptol,1,int,127
ilumethod,2,int,127
iprnwt,1,int,127
iredsys,0,int,127
level,7,int,127
levfill,5,int,127
linmeth,2,int,127
maxbackiter,50,int,127
maxiterout,100,int,127
maxitinner,50,int,127
momfact,0.1,float,127
msdr,15,int,127
mxiterxmd,20,int,127
norder,0,int,127
north,7,int,127
rrctols,0,float,127
stoptol,1.00E-10,float,127
thickfact,7.62E-06,float,127
backflag,1,int,128
backreduce,0.8,float,128
backtol,1.4,float,128
dbdgamma,0,float,128
dbdkappa,1.00E-05,float,128
dbdtheta,0.7389581,float,128
epsrn,0.028934727,float,128
fluxtol,200000,float,128
hclosexmd,0.028177498,float,128
headtol,0.35,float,128
iacl,1,int,128
ibotav,1,int,128
idroptol,1,int,128
ilumethod,2,int,128
iprnwt,1,int,128
iredsys,0,int,128
level,7,int,128
levfill,5,int,128
linmeth,2,int,128
maxbackiter,50,int,128
maxiterout,100,int,128
maxitinner,50,int,128
momfact,0.1,float,128
msdr,15,int,128
mxiterxmd,20,int,128
norder,0,int,128
north,7,int,128
rrctols,0,float,128
stoptol,1.00E-10,float,128
thickfact,4.99E-06,float,128
backflag,1,int,129
backreduce,0.8,float,129
backtol,1.4,float,129
dbdgamma,0,float,129
dbdkappa,1.00E-05,float,129
dbdtheta,0.640541075,float,129
epsrn,0.037717167,float,129
fluxtol,200000,float,129
hclosexmd,0.096062337,float,129
headtol,0.35,float,129
iacl,1,int,129
ibotav,1,int,129
idroptol,1,int,129
ilumethod,2,int,129
iprnwt,1,int,129
iredsys,0,int,129
level,7,int,129
levfill,5,int,129
linmeth,2,int,129
maxbackiter,50,int,129
maxiterout,100,int,129
maxitinner,50,int,129
momfact,0.1,float,129
msdr,15,int,129
mxiterxmd,20,int,129
norder,0,int,129
north,7,int,129
rrctols,0,float,129
stoptol,1.00E-10,float,129
thickfact,4.70E-07,float,129
backflag,1,int,130
backreduce,0.8,float,130
backtol,1.4,float,130
dbdgamma,0,float,130
dbdkappa,1.00E-05,float,130
dbdtheta,0.891581784,float,130
epsrn,0.047708892,float,130
fluxtol,200000,float,130
hclosexmd,0.010467978,float,130
headtol,0.35,float,130
iacl,1,int,130
ibotav,1,int,130
idroptol,1,int,130
ilumethod,2,int,130
iprnwt,1,int,130
iredsys,0,int,130
level,7,int,130
levfill,5,int,130
linmeth,2,int,130
maxbackiter,50,int,130
maxiterout,100,int,130
maxitinner,50,int,130
momfact,0.1,float,130
msdr,15,int,130
mxiterxmd,20,int,130
norder,0,int,130
north,7,int,130
rrctols,0,float,130
stoptol,1.00E-10,float,130
thickfact,4.76E-06,float,130
backflag,1,int,131
backreduce,0.8,float,131
backtol,1.4,float,131
dbdgamma,0,float,131
dbdkappa,1.00E-05,float,131
dbdtheta,0.720113405,float,131
epsrn,0.007527365,float,131
fluxtol,200000,float,131
hclosexmd,0.097032383,float,131
headtol,0.35,float,131
iacl,1,int,131
ibotav,1,int,131
idroptol,1,int,131
ilumethod,2,int,131
iprnwt,1,int,131
iredsys,0,int,131
level,7,int,131
levfill,5,int,131
linmeth,2,int,131
maxbackiter,50,int,131
maxiterout,100,int,131
maxitinner,50,int,131
momfact,0.1,float,131
msdr,15,int,131
mxiterxmd,20,int,131
norder,0,int,131
north,7,int,131
rrctols,0,float,131
stoptol,1.00E-10,float,131
thickfact,9.73E-06,float,131
backflag,1,int,132
backreduce,0.8,float,132
backtol,1.4,float,132
dbdgamma,0,float,132
dbdkappa,1.00E-05,float,132
dbdtheta,0.617185315,float,132
epsrn,0.010274399,float,132
fluxtol,200000,float,132
hclosexmd,0.072867552,float,132
headtol,0.35,float,132
iacl,1,int,132
ibotav,1,int,132
idroptol,1,int,132
ilumethod,2,int,132
iprnwt,1,int,132
iredsys,0,int,132
level,7,int,132
levfill,5,int,132
linmeth,2,int,132
maxbackiter,50,int,132
maxiterout,100,int,132
maxitinner,50,int,132
momfact,0.1,float,132
msdr,15,int,132
mxiterxmd,20,int,132
norder,0,int,132
north,7,int,132
rrctols,0,float,132
stoptol,1.00E-10,float,132
thickfact,1.19E-06,float,132
backflag,1,int,133
backreduce,0.8,float,133
backtol,1.4,float,133
dbdgamma,0,float,133
dbdkappa,1.00E-05,float,133
dbdtheta,0.748522714,float,133
epsrn,0.029363625,float,133
fluxtol,200000,float,133
hclosexmd,0.038499579,float,133
headtol,0.35,float,133
iacl,1,int,133
ibotav,1,int,133
idroptol,1,int,133
ilumethod,2,int,133
iprnwt,1,int,133
iredsys,0,int,133
level,7,int,133
levfill,5,int,133
linmeth,2,int,133
maxbackiter,50,int,133
maxiterout,100,int,133
maxitinner,50,int,133
momfact,0.1,float,133
msdr,15,int,133
mxiterxmd,20,int,133
norder,0,int,133
north,7,int,133
rrctols,0,float,133
stoptol,1.00E-10,float,133
thickfact,3.04E-06,float,133
backflag,1,int,134
backreduce,0.8,float,134
backtol,1.4,float,134
dbdgamma,0,float,134
dbdkappa,1.00E-05,float,134
dbdtheta,0.693317484,float,134
epsrn,0.030129188,float,134
fluxtol,200000,float,134
hclosexmd,0.078085985,float,134
headtol,0.35,float,134
iacl,1,int,134
ibotav,1,int,134
idroptol,1,int,134
ilumethod,2,int,134
iprnwt,1,int,134
iredsys,0,int,134
level,7,int,134
levfill,5,int,134
linmeth,2,int,134
maxbackiter,50,int,134
maxiterout,100,int,134
maxitinner,50,int,134
momfact,0.1,float,134
msdr,15,int,134
mxiterxmd,20,int,134
norder,0,int,134
north,7,int,134
rrctols,0,float,134
stoptol,1.00E-10,float,134
thickfact,2.30E-06,float,134
backflag,1,int,135
backreduce,0.8,float,135
backtol,1.4,float,135
dbdgamma,0,float,135
dbdkappa,1.00E-05,float,135
dbdtheta,0.811128156,float,135
epsrn,0.013731365,float,135
fluxtol,200000,float,135
hclosexmd,0.015160238,float,135
headtol,0.35,float,135
iacl,1,int,135
ibotav,1,int,135
idroptol,1,int,135
ilumethod,2,int,135
iprnwt,1,int,135
iredsys,0,int,135
level,7,int,135
levfill,5,int,135
linmeth,2,int,135
maxbackiter,50,int,135
maxiterout,100,int,135
maxitinner,50,int,135
momfact,0.1,float,135
msdr,15,int,135
mxiterxmd,20,int,135
norder,0,int,135
north,7,int,135
rrctols,0,float,135
stoptol,1.00E-10,float,135
thickfact,2.46E-06,float,135
backflag,1,int,136
backreduce,0.8,float,136
backtol,1.4,float,136
dbdgamma,0,float,136
dbdkappa,1.00E-05,float,136
dbdtheta,0.765076505,float,136
epsrn,0.045440661,float,136
fluxtol,200000,float,136
hclosexmd,0.087176854,float,136
headtol,0.35,float,136
iacl,1,int,136
ibotav,1,int,136
idroptol,1,int,136
ilumethod,2,int,136
iprnwt,1,int,136
iredsys,0,int,136
level,7,int,136
levfill,5,int,136
linmeth,2,int,136
maxbackiter,50,int,136
maxiterout,100,int,136
maxitinner,50,int,136
momfact,0.1,float,136
msdr,15,int,136
mxiterxmd,20,int,136
norder,0,int,136
north,7,int,136
rrctols,0,float,136
stoptol,1.00E-10,float,136
thickfact,6.98E-06,float,136
backflag,1,int,137
backreduce,0.8,float,137
backtol,1.4,float,137
dbdgamma,0,float,137
dbdkappa,1.00E-05,float,137
dbdtheta,0.924399297,float,137
epsrn,0.048038035,float,137
fluxtol,200000,float,137
hclosexmd,0.01909616,float,137
headtol,0.35,float,137
iacl,1,int,137
ibotav,1,int,137
idroptol,1,int,137
ilumethod,2,int,137
iprnwt,1,int,137
iredsys,0,int,137
level,7,int,137
levfill,5,int,137
linmeth,2,int,137
maxbackiter,50,int,137
maxiterout,100,int,137
maxitinner,50,int,137
momfact,0.1,float,137
msdr,15,int,137
mxiterxmd,20,int,137
norder,0,int,137
north,7,int,137
rrctols,0,float,137
stoptol,1.00E-10,float,137
thickfact,5.38E-06,float,137
backflag,1,int,138
backreduce,0.8,float,138
backtol,1.4,float,138
dbdgamma,0,float,138
dbdkappa,1.00E-05,float,138
dbdtheta,0.976703806,float,138
epsrn,0.039048635,float,138
fluxtol,200000,float,138
hclosexmd,0.005226747,float,138
headtol,0.35,float,138
iacl,1,int,138
ibotav,1,int,138
idroptol,1,int,138
ilumethod,2,int,138
iprnwt,1,int,138
iredsys,0,int,138
level,7,int,138
levfill,5,int,138
linmeth,2,int,138
maxbackiter,50,int,138
maxiterout,100,int,138
maxitinner,50,int,138
momfact,0.1,float,138
msdr,15,int,138
mxiterxmd,20,int,138
norder,0,int,138
north,7,int,138
rrctols,0,float,138
stoptol,1.00E-10,float,138
thickfact,1.39E-06,float,138
backflag,1,int,139
backreduce,0.8,float,139
backtol,1.4,float,139
dbdgamma,0,float,139
dbdkappa,1.00E-05,float,139
dbdtheta,0.614305292,float,139
epsrn,0.007490796,float,139
fluxtol,200000,float,139
hclosexmd,0.008596634,float,139
headtol,0.35,float,139
iacl,1,int,139
ibotav,1,int,139
idroptol,1,int,139
ilumethod,2,int,139
iprnwt,1,int,139
iredsys,0,int,139
level,7,int,139
levfill,5,int,139
linmeth,2,int,139
maxbackiter,50,int,139
maxiterout,100,int,139
maxitinner,50,int,139
momfact,0.1,float,139
msdr,15,int,139
mxiterxmd,20,int,139
norder,0,int,139
north,7,int,139
rrctols,0,float,139
stoptol,1.00E-10,float,139
thickfact,7.41E-06,float,139
backflag,1,int,140
backreduce,0.8,float,140
backtol,1.4,float,140
dbdgamma,0,float,140
dbdkappa,1.00E-05,float,140
dbdtheta,0.827938936,float,140
epsrn,0.005875951,float,140
fluxtol,200000,float,140
hclosexmd,0.014550477,float,140
headtol,0.35,float,140
iacl,1,int,140
ibotav,1,int,140
idroptol,1,int,140
ilumethod,2,int,140
iprnwt,1,int,140
iredsys,0,int,140
level,7,int,140
levfill,5,int,140
linmeth,2,int,140
maxbackiter,50,int,140
maxiterout,100,int,140
maxitinner,50,int,140
momfact,0.1,float,140
msdr,15,int,140
mxiterxmd,20,int,140
norder,0,int,140
north,7,int,140
rrctols,0,float,140
stoptol,1.00E-10,float,140
thickfact,6.04E-06,float,140
backflag,1,int,141
backreduce,0.8,float,141
backtol,1.4,float,141
dbdgamma,0,float,141
dbdkappa,1.00E-05,float,141
dbdtheta,0.623746822,float,141
epsrn,0.044819353,float,141
fluxtol,200000,float,141
hclosexmd,0.0348136,float,141
headtol,0.35,float,141
iacl,1,int,141
ibotav,1,int,141
idroptol,1,int,141
ilumethod,2,int,141
iprnwt,1,int,141
iredsys,0,int,141
level,7,int,141
levfill,5,int,141
linmeth,2,int,141
maxbackiter,50,int,141
maxiterout,100,int,141
maxitinner,50,int,141
momfact,0.1,float,141
msdr,15,int,141
mxiterxmd,20,int,141
norder,0,int,141
north,7,int,141
rrctols,0,float,141
stoptol,1.00E-10,float,141
thickfact,4.86E-06,float,141
backflag,1,int,142
backreduce,0.8,float,142
backtol,1.4,float,142
dbdgamma,0,float,142
dbdkappa,1.00E-05,float,142
dbdtheta,0.894191753,float,142
epsrn,0.034156234,float,142
fluxtol,200000,float,142
hclosexmd,0.075241789,float,142
headtol,0.35,float,142
iacl,1,int,142
ibotav,1,int,142
idroptol,1,int,142
ilumethod,2,int,142
iprnwt,1,int,142
iredsys,0,int,142
level,7,int,142
levfill,5,int,142
linmeth,2,int,142
maxbackiter,50,int,142
maxiterout,100,int,142
maxitinner,50,int,142
momfact,0.1,float,142
msdr,15,int,142
mxiterxmd,20,int,142
norder,0,int,142
north,7,int,142
rrctols,0,float,142
stoptol,1.00E-10,float,142
thickfact,2.87E-06,float,142
backflag,1,int,143
backreduce,0.8,float,143
backtol,1.4,float,143
dbdgamma,0,float,143
dbdkappa,1.00E-05,float,143
dbdtheta,0.679435722,float,143
epsrn,0.038344916,float,143
fluxtol,200000,float,143
hclosexmd,0.099469503,float,143
headtol,0.35,float,143
iacl,1,int,143
ibotav,1,int,143
idroptol,1,int,143
ilumethod,2,int,143
iprnwt,1,int,143
iredsys,0,int,143
level,7,int,143
levfill,5,int,143
linmeth,2,int,143
maxbackiter,50,int,143
maxiterout,100,int,143
maxitinner,50,int,143
momfact,0.1,float,143
msdr,15,int,143
mxiterxmd,20,int,143
norder,0,int,143
north,7,int,143
rrctols,0,float,143
stoptol,1.00E-10,float,143
thickfact,8.55E-07,float,143
backflag,1,int,144
backreduce,0.8,float,144
backtol,1.4,float,144
dbdgamma,0,float,144
dbdkappa,1.00E-05,float,144
dbdtheta,0.893439201,float,144
epsrn,0.041701114,float,144
fluxtol,200000,float,144
hclosexmd,0.09438287,float,144
headtol,0.35,float,144
iacl,1,int,144
ibotav,1,int,144
idroptol,1,int,144
ilumethod,2,int,144
iprnwt,1,int,144
iredsys,0,int,144
level,7,int,144
levfill,5,int,144
linmeth,2,int,144
maxbackiter,50,int,144
maxiterout,100,int,144
maxitinner,50,int,144
momfact,0.1,float,144
msdr,15,int,144
mxiterxmd,20,int,144
norder,0,int,144
north,7,int,144
rrctols,0,float,144
stoptol,1.00E-10,float,144
thickfact,9.76E-06,float,144
backflag,1,int,145
backreduce,0.8,float,145
backtol,1.4,float,145
dbdgamma,0,float,145
dbdkappa,1.00E-05,float,145
dbdtheta,0.848872207,float,145
epsrn,0.014292184,float,145
fluxtol,200000,float,145
hclosexmd,0.021645316,float,145
headtol,0.35,float,145
iacl,1,int,145
ibotav,1,int,145
idroptol,1,int,145
ilumethod,2,int,145
iprnwt,1,int,145
iredsys,0,int,145
level,7,int,145
levfill,5,int,145
linmeth,2,int,145
maxbackiter,50,int,145
maxiterout,100,int,145
maxitinner,50,int,145
momfact,0.1,float,145
msdr,15,int,145
mxiterxmd,20,int,145
norder,0,int,145
north,7,int,145
rrctols,0,float,145
stoptol,1.00E-10,float,145
thickfact,5.83E-06,float,145
backflag,1,int,146
backreduce,0.8,float,146
backtol,1.4,float,146
dbdgamma,0,float,146
dbdkappa,1.00E-05,float,146
dbdtheta,0.802799913,float,146
epsrn,0.016082178,float,146
fluxtol,200000,float,146
hclosexmd,0.028125896,float,146
headtol,0.35,float,146
iacl,1,int,146
ibotav,1,int,146
idroptol,1,int,146
ilumethod,2,int,146
iprnwt,1,int,146
iredsys,0,int,146
level,7,int,146
levfill,5,int,146
linmeth,2,int,146
maxbackiter,50,int,146
maxiterout,100,int,146
maxitinner,50,int,146
momfact,0.1,float,146
msdr,15,int,146
mxiterxmd,20,int,146
norder,0,int,146
north,7,int,146
rrctols,0,float,146
stoptol,1.00E-10,float,146
thickfact,9.42E-06,float,146
backflag,1,int,147
backreduce,0.8,float,147
backtol,1.4,float,147
dbdgamma,0,float,147
dbdkappa,1.00E-05,float,147
dbdtheta,0.984683151,float,147
epsrn,0.013162183,float,147
fluxtol,200000,float,147
hclosexmd,0.071976927,float,147
headtol,0.35,float,147
iacl,1,int,147
ibotav,1,int,147
idroptol,1,int,147
ilumethod,2,int,147
iprnwt,1,int,147
iredsys,0,int,147
level,7,int,147
levfill,5,int,147
linmeth,2,int,147
maxbackiter,50,int,147
maxiterout,100,int,147
maxitinner,50,int,147
momfact,0.1,float,147
msdr,15,int,147
mxiterxmd,20,int,147
norder,0,int,147
north,7,int,147
rrctols,0,float,147
stoptol,1.00E-10,float,147
thickfact,6.26E-06,float,147
backflag,1,int,148
backreduce,0.8,float,148
backtol,1.4,float,148
dbdgamma,0,float,148
dbdkappa,1.00E-05,float,148
dbdtheta,0.636440153,float,148
epsrn,0.040955146,float,148
fluxtol,200000,float,148
hclosexmd,0.054968882,float,148
headtol,0.35,float,148
iacl,1,int,148
ibotav,1,int,148
idroptol,1,int,148
ilumethod,2,int,148
iprnwt,1,int,148
iredsys,0,int,148
level,7,int,148
levfill,5,int,148
linmeth,2,int,148
maxbackiter,50,int,148
maxiterout,100,int,148
maxitinner,50,int,148
momfact,0.1,float,148
msdr,15,int,148
mxiterxmd,20,int,148
norder,0,int,148
north,7,int,148
rrctols,0,float,148
stoptol,1.00E-10,float,148
thickfact,4.04E-06,float,148
backflag,1,int,149
backreduce,0.8,float,149
backtol,1.4,float,149
dbdgamma,0,float,149
dbdkappa,1.00E-05,float,149
dbdtheta,0.981573974,float,149
epsrn,0.004222194,float,149
fluxtol,200000,float,149
hclosexmd,0.067346783,float,149
headtol,0.35,float,149
iacl,1,int,149
ibotav,1,int,149
idroptol,1,int,149
ilumethod,2,int,149
iprnwt,1,int,149
iredsys,0,int,149
level,7,int,149
levfill,5,int,149
linmeth,2,int,149
maxbackiter,50,int,149
maxiterout,100,int,149
maxitinner,50,int,149
momfact,0.1,float,149
msdr,15,int,149
mxiterxmd,20,int,149
norder,0,int,149
north,7,int,149
rrctols,0,float,149
stoptol,1.00E-10,float,149
thickfact,5.04E-06,float,149
backflag,1,int,150
backreduce,0.8,float,150
backtol,1.4,float,150
dbdgamma,0,float,150
dbdkappa,1.00E-05,float,150
dbdtheta,0.867639888,float,150
epsrn,0.035738157,float,150
fluxtol,200000,float,150
hclosexmd,0.064306444,float,150
headtol,0.35,float,150
iacl,1,int,150
ibotav,1,int,150
idroptol,1,int,150
ilumethod,2,int,150
iprnwt,1,int,150
iredsys,0,int,150
level,7,int,150
levfill,5,int,150
linmeth,2,int,150
maxbackiter,50,int,150
maxiterout,100,int,150
maxitinner,50,int,150
momfact,0.1,float,150
msdr,15,int,150
mxiterxmd,20,int,150
norder,0,int,150
north,7,int,150
rrctols,0,float,150
stoptol,1.00E-10,float,150
thickfact,8.76E-06,float,150
backflag,1,int,151
backreduce,0.8,float,151
backtol,1.4,float,151
dbdgamma,0,float,151
dbdkappa,1.00E-05,float,151
dbdtheta,0.995738305,float,151
epsrn,0.030709249,float,151
fluxtol,200000,float,151
hclosexmd,0.08230813,float,151
headtol,0.35,float,151
iacl,1,int,151
ibotav,1,int,151
idroptol,1,int,151
ilumethod,2,int,151
iprnwt,1,int,151
